id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
3378404,WHOLE LARGE 1-BEDROOM APARTMENT,3463555,David,Manhattan,Washington Heights,40.85304,-73.93555,Entire home/apt,88,2,0,,,1,0
16487967,Private Room in 4BR Modern Manhattan Apartment,24752198,Brando,Manhattan,Upper West Side,40.80347,-73.96607,Private room,38,3,1,2017-01-30,0.03,1,0
12902686,BayRidge Brooklyn Apartment,70686576,Fotini,Brooklyn,Fort Hamilton,40.61707,-74.03473,Entire home/apt,110,1,1,2016-06-23,0.03,1,0
1156499,MODERN/ SUBWAY/TERRACE/LOFT/ LARGE MASTER BEDROOM,5644215,LiVi,Brooklyn,Greenpoint,40.72897,-73.95132,Private room,152,5,13,2019-01-02,0.17,1,241
19714903,Charming One Bedroom Apt in West Chelsea,8706651,Theresa,Manhattan,Chelsea,40.74862,-74.00237,Entire home/apt,150,2,1,2019-04-27,0.41,1,0
33515695,Private Room near to Manhattan,29470566,Lidu,Queens,Astoria,40.76799,-73.90995,Private room,65,1,6,2019-04-29,1.96,1,31
35966672,Iconic Tribeca Loft,87007791,Dion,Manhattan,Tribeca,40.71878,-74.00491,Entire home/apt,380,5,0,,,1,73
30387788,"Dapper Times Square 1BR w/ Indoor pool, Gym by Blueground",107434423,Blueground,Manhattan,Theater District,40.76139,-73.98521,Entire home/apt,276,30,0,,,232,206
9756258,Room for Female-Upper West Side,11513145,Jessica,Manhattan,Upper West Side,40.78641,-73.97739,Private room,65,1,2,2016-01-08,0.05,1,0
24632590,"Apt near ferry,verrazano brdg, RUMC,buses NYC wifi",32162495,Mostafa,Staten Island,Tompkinsville,40.6326,-74.09099,Entire home/apt,199,1,36,2019-06-23,2.51,3,171
22563782,Sunny Studio in Greenpoint - Private Bath/Kitchen,8203031,Jess,Brooklyn,Greenpoint,40.72188,-73.94355,Private room,150,3,8,2019-07-01,0.48,1,27
367042,Eastern Parkway Brooklyn 1BR Flat,774128,Andre,Brooklyn,Crown Heights,40.66847,-73.94875,Entire home/apt,125,5,1,2014-09-04,0.02,1,0
16569554,Bright room Williamsburg off Bedford,1535167,Danielle,Brooklyn,Williamsburg,40.71681,-73.96296,Private room,69,2,10,2019-01-01,0.34,1,0
23900717,Wyndham Midtown 45 (2 Bedroom Presidential) 9A,100238132,Michael,Manhattan,Midtown,40.75181,-73.97137,Entire home/apt,339,3,34,2018-12-14,2.26,12,0
22292865,"BEDSTUY BK - PAD
SHORT/ LONG TERM STAYS
NO EVENTS",132130978,Mrs.,Brooklyn,Bedford-Stuyvesant,40.68644,-73.93967,Entire home/apt,150,1,50,2019-06-30,2.96,1,335
23584507,♥Private Master Bath | Express Train+Free Parking☆,34177401,Nick,Brooklyn,East New York,40.67563,-73.87866,Entire home/apt,86,1,154,2019-07-05,9.53,2,311
28565575,Central & Cozy Brooklyn Home,215591956,Magdalena,Brooklyn,East New York,40.67111,-73.87083,Entire home/apt,160,2,22,2019-06-23,2.38,1,48
23920657,Private Confortable Queen size Bedroom in UES.,132485563,Ali,Manhattan,Upper East Side,40.77038,-73.95273,Private room,105,5,2,2018-09-30,0.14,2,342
14176286,Unique Cozy Designer Loft 1 stop to Manhattan,4043259,Tiffany,Brooklyn,Greenpoint,40.72521,-73.95575,Private room,67,2,103,2019-07-07,2.94,2,126
21965717,Spacious South Slope Apt in Perfect Location!,8331436,Jesse,Brooklyn,South Slope,40.66724,-73.99023,Private room,109,2,4,2018-01-14,0.21,1,0
32291826,Charming Bedroom in Quintessential Brooklyn Home,36211911,Matthew,Brooklyn,Williamsburg,40.71751,-73.94474,Private room,80,1,0,,,1,0
29835159,Bright and Comfortable Home in Brooklyn,16398154,Jennifer,Brooklyn,Prospect Heights,40.68162,-73.96818,Entire home/apt,149,2,8,2019-04-29,1.0,1,0
32740475,Sonder | The Nash | Cozy Studio + Grilling Area,219517861,Sonder (NYC),Manhattan,Murray Hill,40.74835,-73.97612,Entire home/apt,244,2,9,2019-06-13,2.31,327,133
13151072,Apartment in a heart of NY,52049429,Natalia,Manhattan,Hell's Kitchen,40.75989,-73.98832,Entire home/apt,70,2,112,2019-06-24,2.97,1,11
30348624,Better Home Inn,227872371,Better Home,Queens,Springfield Gardens,40.66272,-73.76849,Entire home/apt,89,1,88,2019-07-06,12.05,2,253
9976190,Two Bedroom Apartment,46976876,Carolina,Manhattan,East Village,40.72537,-73.99054,Entire home/apt,250,2,0,,,2,0
26022104,Cosy condo in Williamsburg with amazing rooftop,144345250,David,Brooklyn,Williamsburg,40.71552,-73.94263,Private room,110,2,0,,,1,0
22232425,1 Bedroom with a lot of Sunshine,162459728,Chikako,Manhattan,Harlem,40.80639,-73.94834,Entire home/apt,82,2,0,,,1,0
29917648,Perfect Studio apartment in heart of Sheepsheadbay,9059810,Vlad,Brooklyn,Midwood,40.61429,-73.94779,Entire home/apt,88,2,0,,,3,89
29251636,LUXURY Brooklyn Brownstone 1 block from train,220378888,Eg,Brooklyn,Bay Ridge,40.63093,-74.02363,Entire home/apt,175,1,27,2019-06-18,3.07,1,276
19699218,"Clean, Big, Sunny Room in Little Italy/Chinatown!",138784297,Andre,Manhattan,Chinatown,40.71353,-73.99632,Private room,115,2,18,2018-10-08,0.74,1,0
7866421,"Big Sunny Room in BedStuy, Brooklyn",40511631,Joey,Brooklyn,Bedford-Stuyvesant,40.68506,-73.93867,Private room,36,2,6,2017-06-25,0.13,2,0
11085352,"Amazing Williamsburg, Brooklyn Apt.",10994250,Jerry,Brooklyn,Williamsburg,40.70925,-73.94909,Private room,50,1,0,,,1,0
29336922,LUXURY 2BR CONDO APT IN THE HEART OF BROOKLYN,217568399,Kelly,Brooklyn,Bath Beach,40.60319,-73.99591,Entire home/apt,150,1,13,2019-01-02,1.54,1,0
30193201,*NO GUEST SERVICE FEE* Beekman Tower Studio Suite  #8,205031545,Red Awning,Manhattan,Midtown,40.75371,-73.96515,Entire home/apt,675,28,0,,,49,251
26274952,Entire Apartment in House! 20mins to FREE ferry!,145536848,Petya,Staten Island,Concord,40.60307,-74.08441,Entire home/apt,100,1,25,2019-07-01,5.64,1,72
7818701,Brooklyn Studio near ALL subways,41162207,Edixon,Brooklyn,Fort Greene,40.68854,-73.97789,Entire home/apt,85,2,4,2017-01-20,0.13,1,0
12095636,Sunny Artesian apartment,64846981,Maria,Brooklyn,Bushwick,40.69993,-73.92504,Private room,90,2,6,2017-05-08,0.15,1,358
34744587,"HARLEM: Renovated, Cozy. 15min train to Times Sq",260599513,Lewis,Manhattan,Harlem,40.81151,-73.94159,Private room,57,2,1,2019-07-05,1.0,1,34
27356337,Bright & Bohemian UES 1 BR - Whole Apt!,61100797,Haley,Manhattan,Upper East Side,40.76841,-73.95402,Entire home/apt,180,2,23,2019-06-16,2.04,1,2
9475136,Williamsburg Room & Private Bath,13034246,Clinton,Brooklyn,Williamsburg,40.71642,-73.95298,Private room,90,1,0,,,1,0
22174455,Adorable Hamilton Heights Apartment,5132258,Jessica,Manhattan,Harlem,40.82434,-73.95066,Entire home/apt,200,3,14,2019-03-09,0.73,2,0
27831402,Bright Williamsburg room with huge private terrace,110674731,Ben,Brooklyn,Williamsburg,40.71247,-73.94548,Private room,70,1,2,2018-09-05,0.18,1,0
34656150,Private Room in prime Brooklyn,96379433,Satish,Brooklyn,Sunset Park,40.66064,-73.99888,Private room,40,1,4,2019-05-20,2.14,2,250
32236681,Sonder | Wall Street | Eclectic 1BR + Rooftop,219517861,Sonder (NYC),Manhattan,Financial District,40.70615,-74.01243,Private room,262,2,6,2019-06-05,1.59,327,328
34312320,Sonder | The Biltmore | Stunning 1BR + Sofa Bed,219517861,Sonder (NYC),Manhattan,Theater District,40.75969,-73.98732,Entire home/apt,699,29,0,,,327,220
9231341,BRIGHT AND HUGE ROOM - BED STY BK,14667282,Pénélope,Brooklyn,Bedford-Stuyvesant,40.69436,-73.93144,Private room,100,1,0,,,1,0
22589075,"Designer 1 Bedroom - Williamsburg, Brooklyn",3805722,Liliya,Brooklyn,Williamsburg,40.71197,-73.95804,Entire home/apt,175,4,5,2019-06-16,0.32,1,0
1305346,Studio in the Heart of Soho,7096964,Chris,Manhattan,SoHo,40.72098,-73.99869,Entire home/apt,145,30,12,2018-11-30,0.17,1,342
5902510,Clean & Cozy room in Great Location,30656279,Jill,Manhattan,Hell's Kitchen,40.76799,-73.98644,Private room,61,12,31,2018-03-19,0.6,4,102
20190343,Kid-Friendly Cobble Hill Brooklyn Home,52425281,Reedu,Brooklyn,Boerum Hill,40.68614,-73.99082,Entire home/apt,150,4,0,,,1,0
21962437,$850 up to 3 month female only,130149223,Laurene,Brooklyn,Crown Heights,40.67163,-73.93399,Private room,31,30,7,2019-06-23,0.36,1,302
9940253,COZY&BIG ROOM FOR YOU:),51087754,卷妮,Manhattan,Roosevelt Island,40.76046,-73.95125,Private room,79,2,3,2016-05-29,0.07,1,0
34575770,15 mins to the City,57007752,Dinneal,Queens,Long Island City,40.75742,-73.9447,Entire home/apt,69,2,0,,,2,5
1748189,UPPER EAST SIDE 1BR APT - CENTRAL,1411399,Carlos,Manhattan,Upper East Side,40.77219,-73.95073,Entire home/apt,199,1,29,2019-05-29,0.42,5,339
34394888,Room w/ lots of Natural Light. Near 69st 7 train.,137358866,Kazuya,Queens,Woodside,40.743,-73.89444,Private room,47,30,0,,,103,246
163836,Greenpoint Loft / Le Chez Andrea,32169,Andrea,Brooklyn,Greenpoint,40.72185,-73.93956,Private room,46,4,86,2019-06-08,0.89,3,350
7602400,Stylish 1 BR in the heart of SoHo,2619307,Kameryn & Rob,Manhattan,SoHo,40.72634,-74.00101,Entire home/apt,180,3,6,2016-09-05,0.14,1,0
24698087,Brooklyn House of Light,26068038,Sam,Brooklyn,Windsor Terrace,40.64801,-73.97391,Entire home/apt,350,3,2,2018-08-13,0.16,1,0
27853549,NYC Chelsea Luxury Modern Studio,5064974,Alice,Manhattan,Chelsea,40.73918,-73.99753,Entire home/apt,180,6,5,2018-12-31,0.56,1,0
35633408,Impeccable Private one&half bedroom and full bath,83132880,Alyandry,Queens,Maspeth,40.73859,-73.89534,Private room,49,2,0,,,4,307
9425220,Cozy private bedroom in 3BR Apt,48861563,Kalyani,Manhattan,Washington Heights,40.84899,-73.94018,Private room,40,1,2,2016-01-03,0.05,1,0
16584878,Modern and bright duplex in central Cobble Hill,11704017,Daniel,Brooklyn,Cobble Hill,40.6858,-73.99977,Entire home/apt,350,30,2,2017-11-04,0.09,1,156
22280822,"Nice Room Where Soho, Little Italy, Chinatown Meet",7475578,MaTT,Manhattan,Little Italy,40.71909,-73.99731,Private room,70,5,3,2018-07-15,0.17,2,42
9215307,Beautiful Room: Charming Apt Central Williamsburg,3311487,Scott,Brooklyn,Williamsburg,40.71292,-73.96215,Private room,90,1,46,2019-06-09,1.04,3,16
16310570,CRAZY SPACE & CRAZY SUN IN BUSHWICK,105828057,Kim,Brooklyn,Bushwick,40.6957,-73.91875,Private room,49,25,61,2018-03-06,1.96,1,0
14015822,Private room in 1Br Apartment,82805482,Konstantin,Brooklyn,East Flatbush,40.65367,-73.94872,Private room,45,27,6,2019-01-27,0.19,1,94
30264393,Hendrix Upstairs Oasis Rm #3,105878573,Tonisha,Brooklyn,East New York,40.66522,-73.88686,Private room,50,1,20,2019-05-31,2.82,5,62
8471063,"Spacious, light-filled room in NYC",14817413,Jessica,Manhattan,Kips Bay,40.74088,-73.98285,Shared room,65,1,8,2016-06-03,0.17,1,0
23230395,Enormous and illuminated on top floor (long term),84529,Alek,Queens,Elmhurst,40.74524,-73.8876,Entire home/apt,100,60,2,2019-01-02,0.17,1,132
23566549,Harlem Gem,139935139,LeMar,Manhattan,Harlem,40.81061,-73.95125,Entire home/apt,150,2,12,2019-07-06,0.8,1,0
36311265,Bright sunny large BK room in shared space,97633452,Noelani,Brooklyn,Williamsburg,40.71437,-73.9437,Private room,150,10,0,,,1,91
6447136,Magical Oasis in Bushwick! 20 min to City,33648474,Leah,Brooklyn,Bushwick,40.6971,-73.92046,Entire home/apt,120,2,56,2019-07-04,1.11,1,314
10484019,Beautiful and bright garden studio,1692144,Cecil,Brooklyn,South Slope,40.66388,-73.98587,Entire home/apt,120,1,5,2016-09-07,0.12,1,0
25804387,Private room by Prospect Park in Brooklyn,106783508,Gilford,Brooklyn,Flatbush,40.65374,-73.96104,Private room,35,60,0,,,1,0
16027709,WILLIAMSBURG BEDROOM,50087191,Montana,Brooklyn,Williamsburg,40.7082,-73.94476,Private room,47,1,5,2019-02-01,0.74,1,4
4350464,"LargeApt 1 BLOCK frm A,C,B,D,2,3",6697886,Mandy,Manhattan,Harlem,40.81588,-73.94591,Private room,65,3,1,2015-10-21,0.02,2,0
2250372,"Huge 3BR Penthouse, Private Roof!",11490872,Nick,Manhattan,Kips Bay,40.74422,-73.97822,Entire home/apt,1550,2,0,,,1,0
4384442,Bedroom in Crown Heights,7010789,Adriana,Brooklyn,Crown Heights,40.67054,-73.95668,Private room,45,2,1,2016-06-29,0.03,1,0
35278838,Private room in 2bed apt by subway & Prospect Park,3644678,Cindy,Brooklyn,Borough Park,40.64184,-73.99102,Private room,30,30,0,,,1,251
35188430,"Spacious Bushwick Room, 5 min walk to L & M Train",220845471,Alyssa,Brooklyn,Bushwick,40.70117,-73.91755,Private room,60,1,2,2019-06-05,1.67,1,0
9334840,Cozy warm one bedroom,2716515,Nick,Queens,Astoria,40.7576,-73.9067,Entire home/apt,70,1,1,2015-11-11,0.02,1,0
27332332,"Cute, clean and convenient place in , Bed-Stuy.",205952285,Angela,Brooklyn,Bedford-Stuyvesant,40.6874,-73.95036,Private room,65,2,32,2019-06-26,2.89,1,37
12560110,Sunny Studio Apartment in Ridgewood,20907226,Michael,Queens,Ridgewood,40.70005,-73.8952,Entire home/apt,70,1,5,2017-08-07,0.21,1,0
32871846,The Artist,18170444,Sebastian,Brooklyn,Carroll Gardens,40.68133,-73.99944,Private room,80,2,20,2019-06-23,5.5,2,154
22959643,Luxury Harlem Apartment,6329693,Nicole,Manhattan,East Harlem,40.80189,-73.94483,Entire home/apt,130,3,3,2019-06-20,0.21,1,128
21483653,Cozy Private Room with Patio in Bed-Stuy!,66234873,Zach,Brooklyn,Bedford-Stuyvesant,40.69657,-73.94235,Private room,50,5,62,2019-06-23,3.58,1,12
26780625,Suite/English basement in Brooklyn townhouse,58857346,Rachel,Brooklyn,Kensington,40.6451,-73.97064,Private room,95,3,19,2019-06-30,1.61,1,85
30193428,*NO GUEST SERVICE FEE* Beekman Tower One Bedroom Suite  #9,205031545,Red Awning,Manhattan,Midtown,40.75271,-73.96638,Entire home/apt,714,28,0,,,49,257
26254953,Gorgeous & spacious room in Bed-Stuy,2989773,Megan,Brooklyn,Bedford-Stuyvesant,40.68697,-73.95141,Private room,95,3,2,2019-05-29,0.17,1,38
20092821,Dream bedroom in the heart of downtown Manhattan,23610188,Bess,Manhattan,Chinatown,40.71479,-73.99971,Private room,88,1,1,2017-08-14,0.04,1,0
13961015,A Lovely One Bedroom Apartment!,29224381,Aurora,Bronx,Norwood,40.86853,-73.88301,Entire home/apt,120,10,7,2019-01-07,0.2,1,327
24573069,Quiet apt in the middle of St Marks (East Village),65804,Ahmad,Manhattan,East Village,40.72957,-73.9882,Entire home/apt,129,7,12,2019-06-16,0.88,2,9
21104475,Near LGA cozy room.,152177080,James &,Queens,East Elmhurst,40.77063,-73.87543,Private room,45,1,222,2019-06-20,10.39,1,164
5748301,"Sleeping in NYC, like home.",29817997,Alberto,Queens,Rego Park,40.72799,-73.85543,Private room,70,2,175,2019-06-26,3.45,2,349
3654511,ROOFTOP SWIMMING-POOL 1/BR APT.,15784,Francesco,Manhattan,Midtown,40.7509,-73.96963,Entire home/apt,250,5,2,2017-08-07,0.04,1,0
1479283,"Great Chelsea Location, Couch/2nd bed, Free WiFi",7245581,Michael,Manhattan,Chelsea,40.75028,-73.99533,Entire home/apt,96,115,45,2019-03-15,0.63,19,210
13415952,Large Bedroom in amazing Apt - 10min Manhattan,31651673,Mathieu,Brooklyn,Williamsburg,40.70821,-73.95001,Private room,90,2,24,2018-01-03,0.65,3,0
32718483,3 - Private room in Yogi's BIG Midtown Manhattan,25059364,Yogi,Manhattan,Kips Bay,40.74123,-73.98058,Private room,94,1,23,2019-07-03,5.9,3,55
32206003,Spacious Rm for 1 near Hospital1 min Walk to Train,241676154,Maria,Staten Island,Grant City,40.57974,-74.10989,Private room,30,7,1,2019-06-29,1.0,2,188
4950357,"Quiet Room, Near Columbia University & Subway",8253604,James & Shaun,Manhattan,Harlem,40.81561,-73.95264,Private room,89,1,203,2019-06-28,3.89,2,162
31412174,Beautifully decorated cozy Harlem home.,552627,Brandy,Manhattan,Harlem,40.82503,-73.93767,Private room,70,2,0,,,2,0
35029871,Central Cozy Cobble Hill Gem,263883589,Zach,Brooklyn,Boerum Hill,40.68873,-73.98929,Entire home/apt,220,30,2,2019-07-07,2.0,2,82
2155219,Private Bedroom in LIC/ Astoria,10998158,Laura,Queens,Long Island City,40.75874,-73.92999,Private room,100,29,37,2018-12-08,0.57,1,305
29905956,Full Comfortable Queens Apartment,4283610,Rachel,Queens,Glendale,40.70202,-73.89044,Entire home/apt,114,3,9,2019-06-04,1.53,1,3
34121613,"Private room in spacious, cozy Brooklyn home.",3842238,Beverly,Brooklyn,Bushwick,40.69013,-73.91177,Private room,65,1,1,2019-07-01,1.0,1,88
4338548,Gorgeous Sunny Bohemian Duplex with Garden,910592,Angie And Matthew,Brooklyn,Bedford-Stuyvesant,40.6845,-73.93968,Entire home/apt,102,1,10,2019-01-26,0.18,1,4
5022,Entire Apt: Spacious Studio/Loft by central park,7192,Laura,Manhattan,East Harlem,40.79851,-73.94399,Entire home/apt,80,10,9,2018-11-19,0.1,1,0
31876398,Airy Private Bedroom in Upper West Side 107,238321374,Eyal,Manhattan,Upper West Side,40.79821,-73.9609,Private room,60,30,0,,,32,356
34305492,"Clean, Modern Sun-filled 2BD Home in Midtown East",258001528,Dane,Manhattan,Midtown,40.75607,-73.96768,Entire home/apt,325,4,4,2019-07-02,2.79,1,157
10487548,Stylish peaceful oasis,587918,Elle,Manhattan,East Village,40.72315,-73.98251,Entire home/apt,220,2,48,2019-06-14,1.21,1,135
34489725,Luxury Room between Times Square and Central Park,260639745,Manhattan At Times Square,Manhattan,Theater District,40.76179,-73.98399,Private room,100,1,1,2019-06-16,1.0,15,351
19087480,Wake up to Central Park (privet room),133308687,Tony,Manhattan,East Harlem,40.79771,-73.94833,Private room,145,2,75,2019-06-23,3.07,1,59
16260362,Entire private studio in New York,18569725,Veer,Manhattan,Hell's Kitchen,40.76246,-73.99913,Entire home/apt,150,1,21,2017-06-08,0.67,1,0
18356695,Spacious 2-Bedroom Apartment Near Central Park,5143286,Ewa,Manhattan,Morningside Heights,40.80897,-73.95651,Entire home/apt,120,14,5,2018-08-23,0.21,1,79
1023529,Convenient and private,5634395,Sarah,Manhattan,Harlem,40.82153,-73.95512,Private room,52,3,163,2019-06-05,2.17,2,0
35005489,Exquisite Park Slope Paradise,229604812,Jake,Brooklyn,Windsor Terrace,40.65863,-73.98495,Entire home/apt,300,3,0,,,1,335
12567993,Private bedroom near L & M trains,68139079,Gary,Brooklyn,Bushwick,40.70076,-73.92371,Private room,50,1,0,,,1,0
13591017,Charming Designer’s Studio in Prime Williamsburg,10641733,Valentina,Brooklyn,Williamsburg,40.717,-73.96183,Entire home/apt,145,1,61,2019-06-08,1.74,1,11
22466315,Lower East Side - Lovely Studio! #14,158969505,Karen,Manhattan,Lower East Side,40.72147,-73.99181,Entire home/apt,170,30,4,2019-01-07,0.3,9,281
30312807,Quaint 1 Bedroom in Beautiful Astoria Queens,3390942,Zahi,Queens,Ditmars Steinway,40.77556,-73.90866,Private room,60,3,6,2019-06-18,0.84,1,43
20070549,"Bklyn private room and private bathrm by F,G train",14898658,Chadanut,Brooklyn,Kensington,40.64293,-73.98043,Private room,56,1,58,2019-01-01,2.48,11,16
14020396,"Westside Haven, Comfortable & Convenient !",77498973,Shaquana,Manhattan,Harlem,40.80266,-73.95792,Entire home/apt,122,1,41,2019-06-25,1.13,1,8
1614817,PRIME apartment in East Village!,5283853,Chara,Manhattan,East Village,40.73082,-73.98693,Entire home/apt,160,2,44,2018-01-01,0.64,2,0
8274931,Stunning apartment with view only 5 min from metro,43633040,Nika,Queens,Astoria,40.76086,-73.92604,Entire home/apt,85,3,25,2019-06-03,0.55,1,0
19175288,"Private room for 2ppl, 1 min from Times Square!!",133972085,"Yumi, Chizu",Manhattan,Midtown,40.75528,-73.98312,Private room,135,4,37,2019-06-16,1.53,3,155
774791,Very clean bed room in queens NYC,1528912,Weiwei,Queens,Flushing,40.75612,-73.82517,Private room,55,2,31,2018-06-28,0.53,2,282
14982907,Comfy Private Bedroom-JFK (8 mins),74331597,Nickesha,Queens,St. Albans,40.68692,-73.76832,Private room,65,2,74,2019-05-11,2.16,5,174
19227424,"Private, cozy room near major trains",86327101,Adeyemi,Brooklyn,Bedford-Stuyvesant,40.6812,-73.91148,Private room,50,1,102,2019-06-22,4.14,6,237
29384404,Prime Location 34th&6th! Doorman Gym Deck 5231,16098958,Jeremy & Laura,Manhattan,Midtown,40.74829,-73.98653,Entire home/apt,180,30,0,,,96,342
11141064,"Beautiful, True 1BR in Park Slope",49033458,Stephen,Brooklyn,Windsor Terrace,40.65895,-73.97768,Entire home/apt,78,5,1,2016-03-24,0.02,1,0
14238785,Ladies Dorm Shared Room (Single Twin Bed),3294438,Torell,Brooklyn,Bedford-Stuyvesant,40.6853,-73.95758,Shared room,45,2,10,2017-10-27,0.29,3,311
32446089,Spacious apartment right by the Subway,233732841,Ori,Manhattan,Washington Heights,40.83495,-73.94682,Entire home/apt,150,1,0,,,2,79
21408195,The Manhattanville,145242566,Corey,Manhattan,Harlem,40.81956,-73.95277,Shared room,25,3,61,2019-06-23,2.99,2,7
28543617,Private room in Airy Harlem Penthouse,7147060,Kathleen,Manhattan,Harlem,40.80256,-73.95581,Private room,100,2,11,2019-06-30,1.18,2,90
24313434,Upper Westside luxury private bedroom 5W-3,183423525,Nina,Manhattan,Upper West Side,40.80365,-73.96639,Private room,70,30,3,2019-04-12,0.24,4,317
804911,Sunny apartment in Carroll Gardens,2373697,Doug,Brooklyn,Carroll Gardens,40.68216,-73.99504,Entire home/apt,130,5,2,2015-06-26,0.04,1,0
16381049,Large 3bd 2 bath duplex in prime Greenpoint!,34471130,LeAndra,Brooklyn,Greenpoint,40.73292,-73.95987,Entire home/apt,250,2,0,,,1,0
35900875,Private Bedroom en-suite Bathroom - Manhattan,270029540,Aamir,Manhattan,Harlem,40.81561,-73.94823,Private room,99,1,1,2019-06-30,1.0,1,256
24808062,"Perfect for groups! 3BR, 2Bath feet from Subway!",97042500,Raphael,Manhattan,Harlem,40.80393,-73.95205,Entire home/apt,344,2,9,2019-01-23,0.75,4,25
2651810,Quiet Queens Apt in middle of NYC,13574223,Jimmy,Queens,Maspeth,40.71827,-73.90647,Entire home/apt,80,2,61,2019-06-16,3.13,1,32
4263802,Fort Greene - Parlor One Bed,11189753,Sj,Brooklyn,Fort Greene,40.68562,-73.9693,Entire home/apt,165,10,36,2019-06-25,0.63,4,328
10608951,BedStuy Parlor near A&J Trains JFK,43816209,Shawn,Brooklyn,Bedford-Stuyvesant,40.68616,-73.92514,Private room,45,4,30,2019-06-29,0.77,1,286
4653508,1 BR in shiny new building + bikes!,6349214,David,Brooklyn,Fort Greene,40.69492,-73.97061,Entire home/apt,160,3,4,2017-12-30,0.07,1,0
9208886,Cozy SpaHa Apartment,47893591,Stephen,Manhattan,East Harlem,40.79804,-73.93127,Private room,50,13,0,,,1,0
16332208,Cute Bedroom in Hip Bushwick,32923003,Vanessa,Brooklyn,Bushwick,40.70279,-73.9289,Private room,31,7,2,2017-01-15,0.06,1,89
1953928,Huge 2 Bedrooms NYC ,10100413,A,Queens,Astoria,40.76266,-73.91451,Entire home/apt,150,1,89,2019-01-20,1.32,1,148
19019325,HUGE ROOM WITH PRIVATE KITCHEN- Manhattan -,132711675,Yifat,Manhattan,Murray Hill,40.74736,-73.97838,Private room,60,10,0,,,1,19
13828701,California King of Elevated Castle,10231747,Jason,Manhattan,Hell's Kitchen,40.76404,-73.9926,Private room,175,2,120,2019-06-08,3.3,2,308
17342599,"Stylish, Spacious room Express train to Midtown",5334697,Shane,Manhattan,Washington Heights,40.84114,-73.93639,Private room,69,5,33,2019-07-02,1.17,3,1
23505465,Quiet Garden Level Studio in the heart of Brooklyn,77925223,Patrick,Brooklyn,Sunset Park,40.65683,-73.99959,Entire home/apt,90,2,41,2019-01-01,2.75,1,0
16435953,Bedroom in East Williamsburg!,107082851,Brian,Brooklyn,Williamsburg,40.70899,-73.94063,Private room,45,5,0,,,2,0
22246770,Nice and sunny room in Williamsburg!!,3266249,Maria,Brooklyn,Williamsburg,40.71032,-73.95687,Private room,65,2,0,,,1,0
24730752,MiniArtHotel|CentralParkUESManhattan|SingleCouple,1784813,Ying,Manhattan,Upper East Side,40.78237,-73.95226,Private room,95,2,35,2019-06-14,2.58,1,180
18305741,Cozy Room Minutes To Manhattan. #2,72603148,Faye,Staten Island,Stapleton,40.63464,-74.07842,Private room,55,1,13,2019-03-20,0.48,3,362
13033376,Private Parkside Room,21340955,Shean,Brooklyn,Flatbush,40.65272,-73.96127,Private room,65,3,28,2019-05-31,1.09,3,298
18225729,Hip Soho Loft,121400000,Kristen,Manhattan,SoHo,40.72528,-74.00317,Entire home/apt,200,3,16,2018-09-24,0.6,1,15
6238281,One bedroom in Midtown,32374510,Shannon,Manhattan,Hell's Kitchen,40.76497,-73.9933,Entire home/apt,175,1,0,,,1,0
6399885,Beautiful 2bdroom apartmnt,33368633,John,Queens,Forest Hills,40.72391,-73.84407,Entire home/apt,168,3,133,2019-06-07,2.64,2,336
32012464,Half a block from the train! my private cozy room,239978864,Patricia,Queens,Jackson Heights,40.7489,-73.87549,Private room,50,2,20,2019-07-01,4.69,1,167
6854404,Beautiful Apt. Above WTC Memorial,35919822,Christian,Manhattan,Financial District,40.70892,-74.01325,Entire home/apt,130,14,1,2015-09-12,0.02,1,0
32854456,Cozy Clean Clutter-free Apartment with Office,22171095,George & Diana,Queens,Astoria,40.76235,-73.92138,Entire home/apt,140,2,16,2019-06-14,4.21,2,79
27079532,NEW YORK CITY MANHATTAN STUDIO.,88900561,Camry,Manhattan,East Harlem,40.80203,-73.93885,Shared room,60,1,17,2019-03-01,1.48,1,0
33969898,Private room near Columbia University,256504089,Gaea,Manhattan,Upper West Side,40.80337,-73.96511,Private room,69,20,0,,,1,0
30014743,Cute & quiet 1BR in East Village,4817341,Lauren,Manhattan,East Village,40.7288,-73.98058,Entire home/apt,200,2,6,2019-06-23,0.95,1,7
18390143,"Huge Room, Top Floor Of Brownestone",91167002,Alyson,Manhattan,Hell's Kitchen,40.76537,-73.98855,Private room,120,2,32,2019-06-13,1.25,3,90
251277,Private Bdrm /Bath 1 block Ctrl Prk,1317343,Carol,Manhattan,Upper West Side,40.78558,-73.9726,Private room,140,1,176,2019-06-29,1.89,1,300
20799032,Luxury 2 Bedroom Empire Loft,149112195,Patricia,Manhattan,Midtown,40.75341,-73.98504,Entire home/apt,422,5,58,2019-06-16,2.6,1,339
6829746,Bright Williamsburg/Shwick Art Loft,28509737,Michael,Brooklyn,Williamsburg,40.70412,-73.93555,Private room,69,14,1,2015-06-23,0.02,2,0
8498323,Great UES location for Pope visit,44751629,Jeffrey,Manhattan,Upper East Side,40.77532,-73.95132,Entire home/apt,650,2,0,,,1,0
